,id,song_title,artist,mp3,genre,votes
183,5T3i5WkfjgJQpl8IANqjXZ,Shoot Me Straight,Brothers Osborne,https://p.scdn.co/mp3-preview/6f3517e25364d87fc73ffff33165d8e30fd5bb6c?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0
152,1DZjxXWHlbbADBfCYME9EK,My Ex Came Over,Trey Lewis,https://p.scdn.co/mp3-preview/8a07a2d4d9531ab917596146695390bb7a74ccbf?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_rock,2.0
0,5uU1uuyaUIBOiiUSQG7Wl3,You Proof,Morgan Wallen,https://p.scdn.co/mp3-preview/0fe61373d80c298a3690b79ea6edcf05f5b0dc24?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,9.0
2,6IBcOGPsniK3Pso1wHIhew,Forever After All,Luke Combs,https://p.scdn.co/mp3-preview/f567554645060dc7b98d805c539ffd91d9f0f060?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,7.0
3,5MwynWK9s4hlyKHqhkNn4A,Chasin' You,Morgan Wallen,https://p.scdn.co/mp3-preview/1832a712c7f38ae178f58258f96d920ea9cc0da9?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,7.0
1,3hLuHKzG1cmlRpq53ZVWd8,The Good Ones,Gabby Barrett,https://p.scdn.co/mp3-preview/2cdfe8f2b717bd54aa40dd8b8066b66c4770b9c7?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,7.0
10,5kNe7PE09d6Kvw5pAsx23n,Die A Happy Man,Thomas Rhett,https://p.scdn.co/mp3-preview/b59082c9675f463ac75e2d9fbaefc06a9c35d3a7?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,6.0
15,43CFDpciGFDm226POTLEXU,Love Someone,Brett Eldredge,https://p.scdn.co/mp3-preview/6123c1f280fec0b5e0b3a5c2416511d263751600?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,6.0
14,7mldq42yDuxiUNn08nvzHO,Body Like A Back Road,Sam Hunt,https://p.scdn.co/mp3-preview/63f7cbea24dfbb5b7c688ee0b902745afe9a2875?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,6.0
13,03fT3OHB9KyMtGMt2zwqCT,Play It Again,Luke Bryan,https://p.scdn.co/mp3-preview/f0182e563eeaadb1243b430c4d482fa98c862fb1?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,6.0
11,7aftSOGSOpSoIlVAQVBb71,Break Up In A Small Town,Sam Hunt,https://p.scdn.co/mp3-preview/f90766d299137b3b49b6bde28e00190cdc304e33?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,6.0
12,69AIpwGNLxr4qS1X5ynx60,Buy Dirt,Jordan Davis,https://p.scdn.co/mp3-preview/2b2c1047a915ac6155ad53712ced34d42dd5e3ad?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,6.0
9,200x8ONbPfFzByUr3fVz46,She Had Me At Heads Carolina,Cole Swindell,https://p.scdn.co/mp3-preview/a436751933b957660b57875bf890b9ffa45d1b66?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,6.0
8,5ZManJDV3CexO66nRCkdiV,Break Up with Him,Old Dominion,https://p.scdn.co/mp3-preview/01b4a760eff14a1ec7f05c22a97608f484a4f77d?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,6.0
7,7yNJCsUH3tXlpQiHSsAc5l,"Big, Big Plans",Chris Lane,https://p.scdn.co/mp3-preview/72a4b1de69a61ecbaaf64e091ee5601b1fd6d895?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,6.0
6,3HGnIIdHYIbkowzLk8UHbE,Wishful Drinking (with Sam Hunt),Ingrid Andress,https://p.scdn.co/mp3-preview/8b34e11ab72edd8fddbe88eb9e736b7b5d110328?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,6.0
5,6AqwH2Y9FJwhUE2dCSkw1u,5 Foot 9,Tyler Hubbard,https://p.scdn.co/mp3-preview/d7618a2d08117399c5e997a642837ebe50971979?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,6.0
4,0xwPzLmBAYro8BUz7MrtAo,Make You Miss Me,Sam Hunt,https://p.scdn.co/mp3-preview/9c7c166f6d60cdc149dae95191116b49e4cb33ba?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,6.0
27,3dCZm5HrG0jIXAHfNkg2H0,Take It From Me,Jordan Davis,https://p.scdn.co/mp3-preview/226fed8cd8e851eb711a1589ab5a9e5304268bfa?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,5.0
35,0BCy325UZyR9z0t0uxwn2N,H.O.L.Y.,Florida Georgia Line,https://p.scdn.co/mp3-preview/e29e0a59f320ae689cd6dd464d8ef055ffd1ddf6?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,5.0
34,4LiMQ6G9n84rDUBs9wtwz6,Singles You Up,Jordan Davis,https://p.scdn.co/mp3-preview/8205ca15afbc741974cb59b4a63e18df1454e25b?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,5.0
33,0Al3wN3keprGTSgG8NBwjr,I Hope You’re Happy Now,Carly Pearce,https://p.scdn.co/mp3-preview/4f88cc022cb6ccd08dfcd3447704af31d4bb8754?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,5.0
32,4gB7HrYHbJVJ5RFOjxmoq4,One Number Away,Luke Combs,https://p.scdn.co/mp3-preview/b26bfa08c262f016be1c6cb3f8284b1b53ffdca6?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,5.0
31,1mMLMZYXkMueg65jRRWG1l,When It Rains It Pours,Luke Combs,https://p.scdn.co/mp3-preview/f6c0acfe8b0468c1e23c077025e920dfeaa7325b?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,5.0
30,1brnLTvarI9D1hLP6z2Ar8,Thank God,Kane Brown,https://p.scdn.co/mp3-preview/357cb08452f7d640e1fc1a91efa20c7e0d50561e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,5.0
29,2TR7A4ulH9R1PNwMyd8o8U,This Is How We Roll,Florida Georgia Line,https://p.scdn.co/mp3-preview/cc684885943faaf0108a356177d2584bcc96c2c9?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,5.0
28,0i5el041vd6nxrGEU8QRxy,Cruise,Florida Georgia Line,https://p.scdn.co/mp3-preview/4b0c5fb66a2997be9ec72d07c6c2b6a0ed667c27?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,5.0
26,42fw0rxRO2xbesF6mJfd4Y,Tequila,Dan + Shay,https://p.scdn.co/mp3-preview/bebaf7d9f2f4b0ab068b56b5826f0791c132c22a?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,5.0
17,6uVzeU47Qzg0rrMneP5BNg,Love Ain't,Eli Young Band,https://p.scdn.co/mp3-preview/571fe6f9d05e4526864576a8fde0eace5eff2bff?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,5.0
25,4Qum1kECNQrpREev5fvAQ4,Truth About You,Mitchell Tenpenny,https://p.scdn.co/mp3-preview/8e144b94fc792f95edd7bc902c1a4afa845fef94?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,5.0
24,2rxQMGVafnNaRaXlRMWPde,Beautiful Crazy,Luke Combs,https://p.scdn.co/mp3-preview/22bc30ceb0bd5c8175491dfdc7cdeb8c1a3ba6f8?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,5.0
23,33471tzU1VghDg9zNgGRpz,Hotel Key,Old Dominion,https://p.scdn.co/mp3-preview/c3005eccd582138f24fb1872c18e1deac1e7b26d?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,5.0
22,3I7krC8kr0gFR7P6vInR1I,Do I Make You Wanna,Billy Currington,https://p.scdn.co/mp3-preview/b30d277375f06e6a1558d09c47662237ca35528a?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,5.0
21,3cBsEDNhFI9E82vPj3kvi3,Wasted On You,Morgan Wallen,https://p.scdn.co/mp3-preview/f4ebacf5c0b0e0b93dd4b1dcbbd8f14ce9a146df?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,5.0
20,698eQRku24PIYPQPHItKlA,She Got the Best of Me,Luke Combs,https://p.scdn.co/mp3-preview/74e9dc7d6494b8389f9defe15caa437b3b5584df?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,5.0
19,3wx2kQWPn9p5UppQbNhPAk,Leave The Night On,Sam Hunt,https://p.scdn.co/mp3-preview/afe8701b2e722a789e7eb6fab02fda0e9fcdbda4?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,5.0
18,4686eQ81DEswHa90bcdlC9,Rock and A Hard Place,Bailey Zimmerman,https://p.scdn.co/mp3-preview/53e48c52ab72f883e3494e809808880d90f8694f?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,5.0
16,6DEaND0SHv3sC11xobZLiy,Take Your Time,Sam Hunt,https://p.scdn.co/mp3-preview/8a7b65e7db8867625e246798f7130034255910bd?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,5.0
58,5T6DM9qjjngWnukcw0svkX,Round Here,Florida Georgia Line,https://p.scdn.co/mp3-preview/96967e7653b13d6921cf5db508bc61533c98f74e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
57,14JFKtBSqefxfMiKhq6JT8,Almost Maybes,Jordan Davis,https://p.scdn.co/mp3-preview/9111cd3d529f2fa048f2d57f5eadba6f0eef70b2?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
56,14GwnOeC9qYEKEA6uOZepa,One Of Them Girls,Lee Brice,https://p.scdn.co/mp3-preview/b8f866ec6a9a1101d43f9fc8a072d2d8af93fe09?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
52,4PuAqZlL1tkidkuxfDlLbF,23,Sam Hunt,https://p.scdn.co/mp3-preview/39d0efeea28ea220854f0843314a73e9372687d3?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
55,0knbW9EwgSLfNFMWys1mQm,Love Me Like You Mean It,Kelsea Ballerini,https://p.scdn.co/mp3-preview/1f6e12a82ef29575ee3d2e0916305b46690f8fc0?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
54,6uyiyatWPCqC59Mm4rO8xL,One Of Them Girls,Lee Brice,https://p.scdn.co/mp3-preview/ea75d68a93c6c3dba29096ffe86ee357ac11b3d2?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
60,3SeeaIXnrCfT88vHVCRWHl,Last Night Lonely,Jon Pardi,https://p.scdn.co/mp3-preview/a27b59c6fa4c81c76ffd71fd846061fbdc044c95?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
59,3VamXAvVMczcS2PTYtPfBQ,Best Shot,Jimmie Allen,https://p.scdn.co/mp3-preview/ae1997172360c14c8d14e7373ddaa09011a4ffff?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
65,3yOs8FffuG6hPbzQG9lIqV,I Don't Know About You,Chris Lane,https://p.scdn.co/mp3-preview/ee7e288e1cd2380a4184530991c7124d8bd05635?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
61,3Qe097eJNp9MfpT2PieEw0,Don't Ya,Brett Eldredge,https://p.scdn.co/mp3-preview/b0e8914179951afbc6a0bd8bb1036f00bd63996e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
62,5TWAIHYaOnYg4txfmCgon5,Nobody,Dylan Scott,https://p.scdn.co/mp3-preview/2d5ee5f848b1a2ba822786ac4cbc12f254a176d7?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
63,0AYbVoeF03NYhM0fvKjAuU,Make Me Want To,Jimmie Allen,https://p.scdn.co/mp3-preview/c75ba275e35bfdde0869aa8879f4e6b7b3331c01?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
64,6Tm4Io4ct4w14nB1EUzsY3,Whiskey On You,Nate Smith,https://p.scdn.co/mp3-preview/423e62f944d90253da63158810c339f3e6fe5010?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
66,6VVqPBFZIbcmv14zNfOc13,She Likes It (feat. Jake Scott),Russell Dickerson,https://p.scdn.co/mp3-preview/c31355dd5d97211b97f0beed4682bff7ffd4010f?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
67,6Z1bV93BP95h4YjIavrQPf,Dancin’ In The Country,Tyler Hubbard,https://p.scdn.co/mp3-preview/6a5645b1bd09048c15eeccef916465ae1a08ef23?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
53,2YMhrXQYKkm4kXLcXKKd5z,Small Town Boy,Dustin Lynch,https://p.scdn.co/mp3-preview/4496a1d534cba2e7d33bdf3514037e000039efa6?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
49,0OWZFobGSIW9GrSlQ9C5pc,Marry Me,Thomas Rhett,https://p.scdn.co/mp3-preview/1b9b987b340046950a6d273ccb9ef60eb8565562?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
51,1TwLKNsCnhi1HxbIi4bAW0,House Party,Sam Hunt,https://p.scdn.co/mp3-preview/14f1e7537718fffc417a3f2fda1c2a616f3d70b5?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
42,1HXy5I3HTWq8OvxCn0z7G7,Heaven,Kane Brown,https://p.scdn.co/mp3-preview/3a9db520226077ab6b760aeafac3e743e01cbd82?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
50,7xMFk2Vj2hALyMdzHFopJl,Home Sweet,Russell Dickerson,https://p.scdn.co/mp3-preview/723033cd27c67a02865692e636fc5875e15d106f?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
36,0pnKcAh5binHOP9HexWwnZ,Dancin' In The Moonlight (feat. Lauren Alaina),Chris Lane,https://p.scdn.co/mp3-preview/99ea4ac5a64840537576aad682086fc9e352a9ff?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
38,4iXDn9pu5Q9sxv45vE8Lak,Famous Friends,Chris Young,https://p.scdn.co/mp3-preview/b62b1af57d3dcaac6063c710382683ac49ba320c?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
39,5AnSllIrgGsCZzZJkVnApx,Eyes On You,Chase Rice,https://p.scdn.co/mp3-preview/5527b5bf9085b4e276884574cba7800566d411bf?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
40,6E9V9TRlVOLjenGjHemzEH,Hard To Love,Lee Brice,https://p.scdn.co/mp3-preview/b2544643d811e27829e07e3e158a5a1f9da80174?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
41,4iy69rTUn8cAY8Q8q9vfOw,Gold,Dierks Bentley,https://p.scdn.co/mp3-preview/063f804cd5c577c1599fe1ee98798a1cbe46d0d5?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
37,7iDa6hUg2VgEL1o1HjmfBn,Meant to Be (feat. Florida Georgia Line),Bebe Rexha,https://p.scdn.co/mp3-preview/31115b2463d819a49232ee593bd6521b654acc6a?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
43,1irAliF0T8sLIOPJp6n7rU,Single Saturday Night,Cole Swindell,https://p.scdn.co/mp3-preview/05e52f26b56170a7ea06b889b8c737c532f95ca6?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
45,4FdPnT2cFrpWCmWZd7GXc3,One Mississippi,Kane Brown,https://p.scdn.co/mp3-preview/48b5bbaf64142bd98eff9c579abb3c01654e1479?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
46,0Nu9WA8kEbBWEsay2s8Q0U,Even If It Breaks Your Heart,Eli Young Band,https://p.scdn.co/mp3-preview/0385661582d8bf38459f6d79554cde0b0c8efe78?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
47,3izNaTiYdotdPL0Bs76JqO,My Girl,Dylan Scott,https://p.scdn.co/mp3-preview/00ee64a2bf2c186cf90fa6654ed7b43dc0764db1?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
48,3kgCJPXDlnL5bl1HFesHUi,Every Little Thing,Russell Dickerson,https://p.scdn.co/mp3-preview/ee4e487192ffbbba587c93cca1138b2237aa3d7b?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
44,1dgWTMoHwTUnQhOQ8SR5fV,American Kids,Kenny Chesney,https://p.scdn.co/mp3-preview/7dd53c58055b79039b1d2001c200ed67c98dcb3e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,4.0
100,3ts6xK5GzfMAAriT9AIBmP,Barefoot Blue Jean Night,Jake Owen,https://p.scdn.co/mp3-preview/f9d7d25274bb9e9aff271c9abcedc0f32a3147d1?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
112,5S5rw0WLVCAux5B5bWCehK,I Like The Sound Of That,Rascal Flatts,https://p.scdn.co/mp3-preview/67bfcd70237c3f29ecd1b1f0af297404bbe7f1f6?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
111,6ERR6e7h6wCqGoz1TjiUJb,Knockin' Boots,Luke Bryan,https://p.scdn.co/mp3-preview/a2d9b3a98d448780d296f462d5aba49778db5563?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
110,7D1iGhQakEW8oFCfWBlRek,Bucket List,Mitchell Tenpenny,https://p.scdn.co/mp3-preview/aa1793c2b7189f08ca1ee10c2131177e897adc95?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
109,609qKv3KPAbdtp0LQH2buA,I'll Name the Dogs,Blake Shelton,https://p.scdn.co/mp3-preview/60a16c07597e95116e10e2faa05279ab7bb7f416?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
108,7Ad0OLsUn63FoD4gnguZz5,Sleep Without You,Brett Young,https://p.scdn.co/mp3-preview/f4c621539cb1ef6aa05f060a78f15439f5c3dde2?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
105,7I5fYc4qKJddht8Ozhqqdx,Snapback,Old Dominion,https://p.scdn.co/mp3-preview/427796a7cccacff9e4ba2b619ca75088496a5945?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
107,66rVt7PbwyKlu6CK6rxyAi,Friday Night,Eric Paslay,https://p.scdn.co/mp3-preview/768b948afda2e7841f474b7494659be4fe244a18?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
106,5C6uh95eAL0RBTSGXKQwvk,Hometown Girl,Josh Turner,https://p.scdn.co/mp3-preview/4b5ba9414d03e7206bcc0458c243eaeb7890b7f4?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
104,1XVqh0dC0PIl72f2mQhsVt,Good Vibes,Chris Janson,https://p.scdn.co/mp3-preview/144adc38c3e123d3c6f40a71ea716ac2b09f8a97?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
102,3vCUelLOtiuNF78p9LNWZF,Soul,Lee Brice,https://p.scdn.co/mp3-preview/f225ce2341a064558a844549d38026b5b0e28d02?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
101,3un2KQUaQ2brEpd8dK93wI,Beat of the Music,Brett Eldredge,https://p.scdn.co/mp3-preview/e520bb6be4f0e6cb1a50c59cd75a804d2d9c9550?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
114,6s9ICeczYOfbHHIaSMq9jd,Get Your Shine On,Florida Georgia Line,https://p.scdn.co/mp3-preview/a76149287fcfb40b8a4a9b1d077b0f877a3ca0ec?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
113,5aj0xPGiEUN3aI2oOYu14S,I Don't Dance,Lee Brice,https://p.scdn.co/mp3-preview/947015c09dc710c84a157e6303630d1082fc1cfd?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
122,6LQxv30jh0lCISHsPYwqoy,Anything She Says,Mitchell Tenpenny,https://p.scdn.co/mp3-preview/5e211986d07dea59d4315f49925e0ab1a9c0a062?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
115,5FmvaZGd6fulojSToozLRD,ONE BEER (feat. Lauren Alaina & Devin Dawson),HARDY,https://p.scdn.co/mp3-preview/1de6b6c45162c309732f0ceb5e0df8cdb31326b1?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
116,6gdLyYNuhWBzqwlOFSsXC7,Better Together,Luke Combs,https://p.scdn.co/mp3-preview/a17eb043e2efec641b21a6f58a44a980c281c4a5?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
117,6KGtAlYvgm4W9PoYabFAYE,One Thing At A Time,Morgan Wallen,https://p.scdn.co/mp3-preview/2fb3b78e96a3b9d0596982e39185bdfc3f214145?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
118,63w0QA1wiV7QhF9jeiHETF,Angel Eyes,Love and Theft,https://p.scdn.co/mp3-preview/5573256e2769ab79a5e98aad37f7f1eddd81f2e4?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
119,7LJOfS8evyKfP8Fl5rdZXw,Cop Car,Sam Hunt,https://p.scdn.co/mp3-preview/93f3537faf307da6226bca412aa6d8bf38371d16?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
120,7px4t7HGiuMUvFkEOpZEwp,Song for Another Time,Old Dominion,https://p.scdn.co/mp3-preview/41a85579fef041c4dcc0b44aa721a5917e7a6220?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
121,56eGOeSsqdg3FLxdo83TwV,Rumor,Lee Brice,https://p.scdn.co/mp3-preview/44dcc273aff084a9decaea5e9215e346e7f4a9fe?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
123,58spuRyMUsjKHQHEGwLC99,80s Mercedes,Maren Morris,https://p.scdn.co/mp3-preview/9833c842a7dd7dd143b4ea1ebbfcd0322e38ed87?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
124,6NhS5LwYbJ6xD7BGvlWRJO,One Margarita,Luke Bryan,https://p.scdn.co/mp3-preview/1a0abcdf5f184a9b1e4f2b6cfe2f67ad84d08226?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
125,0QULNNd9z5s35entfiiXoa,Drunk (And I Don't Wanna Go Home),Elle King,https://p.scdn.co/mp3-preview/e8abd765de43ccea6dc30c7b7b0a391367825f87?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
126,6NHpyYvJyQsg2nXXzGYc2R,Thought You Should Know,Morgan Wallen,https://p.scdn.co/mp3-preview/e628cce36a4cd1ef75453a4f0864dc6b1112f47e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
127,7vF3xkCMvZjAe2nTWY0uQZ,Made For You,Jake Owen,https://p.scdn.co/mp3-preview/5aa2ccf06980975230095ec5d49c4b31560a32cb?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
128,5pvtbVMatboYksQ0xmPmdp,More Than My Hometown,Morgan Wallen,https://p.scdn.co/mp3-preview/cf8d909ec521716a4275416c0357da5c32dee571?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
98,3hboOw4dS0aXGuP0fyyvbC,Somebody Like That,Tenille Arts,https://p.scdn.co/mp3-preview/6b4c38e0958c20174344a8f9df92efd56aeb8a2f?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
99,3nei8eHEdiwwSfyoOCHPZI,If He Wanted To He Would,Kylie Morgan,https://p.scdn.co/mp3-preview/72661aea97a8ae7a1bb3632a438d4c96b50c0bf5?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
103,53F1MVa1BWUkTBbVqgVAfN,Kinfolks,Sam Hunt,https://p.scdn.co/mp3-preview/595e70a0445e8e3de691374e3413fc7046439c63?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
97,3grPZ1iQg2tEdh0ZCh3HTt,Stay,Florida Georgia Line,https://p.scdn.co/mp3-preview/459c9f43ae573d659d59bee64aa0a2f4ed2a51b4?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
82,28n8z9IQKyjMPxmvYMBqZa,The Kind of Love We Make,Luke Combs,https://p.scdn.co/mp3-preview/25f9d5f1a5793b0b400af3f05abdf282740bc0e8?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
68,0p1BcEcYVO3uk4KDf3gzkY,Wanted,Hunter Hayes,https://p.scdn.co/mp3-preview/16004de13e5a8d25fda94e61f9b4991e726cc204?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
96,13G5xv1wUKvJYbK0wYmioN,Circles Around This Town,Maren Morris,https://p.scdn.co/mp3-preview/ceff5640bf2afd3119d24302b708304122057695?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
69,3zAOcNGOFq5Q1OsN0tcxA0,Everything She Ain’t,Hailey Whitters,https://p.scdn.co/mp3-preview/b7402ab4df0b35dbe4e582b38ea4a68ccbe9550e?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
70,4a1oIihVt6xSnDRpgX387M,Burning Man,Dierks Bentley,https://p.scdn.co/mp3-preview/02655ed442765b7e75223d94edc43750a0d8cd65?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
71,4qQwGRtGT7l6ckQtdPEFd4,Talk You Out Of It,Florida Georgia Line,https://p.scdn.co/mp3-preview/05d05fc9dcebd9124937cd61efa5fe44f4215e6a?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
72,0r8iDf65NHgFgZOGLwj5r8,What Was I Thinkin',Dierks Bentley,https://p.scdn.co/mp3-preview/1e3ba541f4157af318bf6a5f0ba93e474d79e402?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
73,0iA1unTbTbDOWUSlbwJ1pS,It Don't Hurt Like It Used To,Billy Currington,https://p.scdn.co/mp3-preview/87e58f24cd7af389cc030eca8fa0ee0ed3de3654?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
75,7zVCrzzEJU7u24sbJPXA5W,What Ifs (feat. Lauren Alaina),Kane Brown,https://p.scdn.co/mp3-preview/35907d15dbb62ead08aa284dc08c354b214d6ef6?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
76,0uRrG2jRR5tuifsYIJHEao,Sand In My Boots,Morgan Wallen,https://p.scdn.co/mp3-preview/084f06301514f5b58564ac7fc3be0e73d12d688b?cid=e0b8bdf6c58f487db4c9c4fe2f924e7b,country_pop,3.0
